# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 53.479, -2.245 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Europe/London", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": "true", "header": "true", "lat": "53.4794892", "lon": "-2.2451148", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": "true"}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-10-29 14:00,2019-10-29 14:00,0.421,0.403,0.072,8.605
2019-10-29 15:00,2019-10-29 15:00,0.198,0.159,0.065,7.891
2019-10-29 16:00,2019-10-29 16:00,0.030,0.025,0.020,6.532
2019-10-29 17:00,2019-10-29 17:00,0,0,0,5.532
2019-10-29 18:00,2019-10-29 18:00,0,0,0,5.146
2019-10-29 19:00,2019-10-29 19:00,0,0,0,4.695
2019-10-29 20:00,2019-10-29 20:00,0,0,0,4.238
2019-10-29 21:00,2019-10-29 21:00,0,0,0,4.000
2019-10-29 22:00,2019-10-29 22:00,0,0,0,3.943
2019-10-29 23:00,2019-10-29 23:00,0,0,0,4.003
2019-10-30 00:00,2019-10-30 00:00,0,0,0,4.212
2019-10-30 01:00,2019-10-30 01:00,0,0,0,4.352
2019-10-30 02:00,2019-10-30 02:00,0,0,0,4.409
2019-10-30 03:00,2019-10-30 03:00,0,0,0,4.509
2019-10-30 04:00,2019-10-30 04:00,0,0,0,4.593
2019-10-30 05:00,2019-10-30 05:00,0,0,0,4.626
2019-10-30 06:00,2019-10-30 06:00,0,0,0,4.641
2019-10-30 07:00,2019-10-30 07:00,0.006,0.007,0.008,4.604
2019-10-30 08:00,2019-10-30 08:00,0.103,0.069,0.054,5.351
2019-10-30 09:00,2019-10-30 09:00,0.268,0.211,0.086,6.512
2019-10-30 10:00,2019-10-30 10:00,0.411,0.365,0.096,7.709
2019-10-30 11:00,2019-10-30 11:00,0.479,0.443,0.102,8.360
2019-10-30 12:00,2019-10-30 12:00,0.480,0.441,0.105,8.641
2019-10-30 13:00,2019-10-30 13:00,0.443,0.403,0.099,8.681
2019-10-30 14:00,2019-10-30 14:00,0.347,0.301,0.088,8.442
2019-10-30 15:00,2019-10-30 15:00,0.174,0.132,0.067,7.661
2019-10-30 16:00,2019-10-30 16:00,0.025,0.021,0.018,6.081
2019-10-30 17:00,2019-10-30 17:00,0,0,0,5.041
2019-10-30 18:00,2019-10-30 18:00,0,0,0,4.649
2019-10-30 19:00,2019-10-30 19:00,0,0,0,4.236
2019-10-30 20:00,2019-10-30 20:00,0,0,0,3.836
2019-10-30 21:00,2019-10-30 21:00,0,0,0,3.470
2019-10-30 22:00,2019-10-30 22:00,0,0,0,3.228
2019-10-30 23:00,2019-10-30 23:00,0,0,0,3.045
2019-10-31 00:00,2019-10-31 00:00,0,0,0,3.028
2019-10-31 01:00,2019-10-31 01:00,0,0,0,3.079
2019-10-31 02:00,2019-10-31 02:00,0,0,0,3.186
2019-10-31 03:00,2019-10-31 03:00,0,0,0,2.995
2019-10-31 04:00,2019-10-31 04:00,0,0,0,3.137
2019-10-31 05:00,2019-10-31 05:00,0,0,0,3.061
2019-10-31 06:00,2019-10-31 06:00,0,0,0,3.186
2019-10-31 07:00,2019-10-31 07:00,0.002,0.003,0.006,3.174
2019-10-31 08:00,2019-10-31 08:00,0.043,0.017,0.042,4.020
2019-10-31 09:00,2019-10-31 09:00,0.254,0.194,0.088,5.195
2019-10-31 10:00,2019-10-31 10:00,0.507,0.501,0.073,6.816
2019-10-31 11:00,2019-10-31 11:00,0.579,0.596,0.073,7.976
2019-10-31 12:00,2019-10-31 12:00,0.584,0.604,0.075,8.694
2019-10-31 13:00,2019-10-31 13:00,0.523,0.524,0.077,8.992
2019-10-31 14:00,2019-10-31 14:00,0.360,0.321,0.084,8.866
2019-10-31 15:00,2019-10-31 15:00,0.112,0.069,0.065,8.100
2019-10-31 16:00,2019-10-31 16:00,0.013,0.010,0.015,6.668
2019-10-31 17:00,2019-10-31 17:00,0,0,0,6.263
2019-10-31 18:00,2019-10-31 18:00,0,0,0,6.357
2019-10-31 19:00,2019-10-31 19:00,0,0,0,6.218
2019-10-31 20:00,2019-10-31 20:00,0,0,0,6.072
2019-10-31 21:00,2019-10-31 21:00,0,0,0,5.920
2019-10-31 22:00,2019-10-31 22:00,0,0,0,5.894
2019-10-31 23:00,2019-10-31 23:00,0,0,0,5.910
2019-11-01 00:00,2019-11-01 00:00,0,0,0,5.915
2019-11-01 01:00,2019-11-01 01:00,0,0,0,5.974
2019-11-01 02:00,2019-11-01 02:00,0,0,0,6.006
2019-11-01 03:00,2019-11-01 03:00,0,0,0,6.072
2019-11-01 04:00,2019-11-01 04:00,0,0,0,6.123
2019-11-01 05:00,2019-11-01 05:00,0,0,0,6.428
2019-11-01 06:00,2019-11-01 06:00,0,0,0,7.043
2019-11-01 07:00,2019-11-01 07:00,0,0,0.001,7.944
2019-11-01 08:00,2019-11-01 08:00,0.004,0,0.012,8.664
2019-11-01 09:00,2019-11-01 09:00,0.013,0.001,0.025,9.357
2019-11-01 10:00,2019-11-01 10:00,0.030,0.002,0.044,10.092
2019-11-01 11:00,2019-11-01 11:00,0.050,0.003,0.065,10.793
2019-11-01 12:00,2019-11-01 12:00,0.068,0.005,0.083,11.402
2019-11-01 13:00,2019-11-01 13:00,0.052,0.004,0.068,11.656
2019-11-01 14:00,2019-11-01 14:00,0.036,0.003,0.050,11.652
2019-11-01 15:00,2019-11-01 15:00,0.019,0.002,0.031,11.608
2019-11-01 16:00,2019-11-01 16:00,0.003,0.001,0.009,11.337
2019-11-01 17:00,2019-11-01 17:00,0,0,0,10.994
2019-11-01 18:00,2019-11-01 18:00,0,0,0,10.782
2019-11-01 19:00,2019-11-01 19:00,0,0,0,10.628
2019-11-01 20:00,2019-11-01 20:00,0,0,0,10.868
2019-11-01 21:00,2019-11-01 21:00,0,0,0,11.128
2019-11-01 22:00,2019-11-01 22:00,0,0,0,11.411
2019-11-01 23:00,2019-11-01 23:00,0,0,0,11.512
2019-11-02 00:00,2019-11-02 00:00,0,0,0,10.815
2019-11-02 01:00,2019-11-02 01:00,0,0,0,9.589
2019-11-02 02:00,2019-11-02 02:00,0,0,0,8.734
2019-11-02 03:00,2019-11-02 03:00,0,0,0,8.347
2019-11-02 04:00,2019-11-02 04:00,0,0,0,7.963
2019-11-02 05:00,2019-11-02 05:00,0,0,0,7.422
2019-11-02 06:00,2019-11-02 06:00,0,0,0,6.915
2019-11-02 07:00,2019-11-02 07:00,0,0.001,0.004,6.577
2019-11-02 08:00,2019-11-02 08:00,0.034,0.009,0.040,6.771
2019-11-02 09:00,2019-11-02 09:00,0.063,0.011,0.070,7.301
2019-11-02 10:00,2019-11-02 10:00,0.083,0.012,0.090,7.734
2019-11-02 11:00,2019-11-02 11:00,0.085,0.010,0.095,7.992
2019-11-02 12:00,2019-11-02 12:00,0.078,0.009,0.089,8.121
2019-11-02 13:00,2019-11-02 13:00,0.086,0.013,0.094,8.231
2019-11-02 14:00,2019-11-02 14:00,0.096,0.023,0.093,8.277
2019-11-02 15:00,2019-11-02 15:00,0.052,0.016,0.054,8.023
2019-11-02 16:00,2019-11-02 16:00,0.009,0.006,0.014,6.821
2019-11-02 17:00,2019-11-02 17:00,0,0,0,5.980
2019-11-02 18:00,2019-11-02 18:00,0,0,0,5.921
2019-11-02 19:00,2019-11-02 19:00,0,0,0,6.073
2019-11-02 20:00,2019-11-02 20:00,0,0,0,6.189
2019-11-02 21:00,2019-11-02 21:00,0,0,0,6.322
2019-11-02 22:00,2019-11-02 22:00,0,0,0,6.230
2019-11-02 23:00,2019-11-02 23:00,0,0,0,5.940
2019-11-03 00:00,2019-11-03 00:00,0,0,0,5.696
2019-11-03 01:00,2019-11-03 01:00,0,0,0,5.407
2019-11-03 02:00,2019-11-03 02:00,0,0,0,5.033
2019-11-03 03:00,2019-11-03 03:00,0,0,0,4.725
2019-11-03 04:00,2019-11-03 04:00,0,0,0,4.630
2019-11-03 05:00,2019-11-03 05:00,0,0,0,4.660
2019-11-03 06:00,2019-11-03 06:00,0,0,0,4.734
2019-11-03 07:00,2019-11-03 07:00,0,0,0.002,4.716
2019-11-03 08:00,2019-11-03 08:00,0.021,0.004,0.029,5.144
2019-11-03 09:00,2019-11-03 09:00,0.063,0.013,0.068,5.961
2019-11-03 10:00,2019-11-03 10:00,0.104,0.024,0.101,6.878
2019-11-03 11:00,2019-11-03 11:00,0.184,0.068,0.141,7.925
2019-11-03 12:00,2019-11-03 12:00,0.251,0.132,0.151,8.868
2019-11-03 13:00,2019-11-03 13:00,0.258,0.155,0.137,9.397
2019-11-03 14:00,2019-11-03 14:00,0.183,0.103,0.108,9.467
2019-11-03 15:00,2019-11-03 15:00,0.104,0.061,0.066,8.868
2019-11-03 16:00,2019-11-03 16:00,0.008,0.007,0.012,7.190
2019-11-03 17:00,2019-11-03 17:00,0,0,0,6.387
2019-11-03 18:00,2019-11-03 18:00,0,0,0,6.214
2019-11-03 19:00,2019-11-03 19:00,0,0,0,6.019
2019-11-03 20:00,2019-11-03 20:00,0,0,0,5.595
2019-11-03 21:00,2019-11-03 21:00,0,0,0,5.298
2019-11-03 22:00,2019-11-03 22:00,0,0,0,5.348
2019-11-03 23:00,2019-11-03 23:00,0,0,0,5.468
2019-11-04 00:00,2019-11-04 00:00,0,0,0,5.548
2019-11-04 01:00,2019-11-04 01:00,0,0,0,5.534
2019-11-04 02:00,2019-11-04 02:00,0,0,0,5.495
2019-11-04 03:00,2019-11-04 03:00,0,0,0,5.338
2019-11-04 04:00,2019-11-04 04:00,0,0,0,5.169
2019-11-04 05:00,2019-11-04 05:00,0,0,0,5.008
2019-11-04 06:00,2019-11-04 06:00,0,0,0,4.897
2019-11-04 07:00,2019-11-04 07:00,0,0,0.001,4.852
2019-11-04 08:00,2019-11-04 08:00,0.010,0.001,0.019,5.097
2019-11-04 09:00,2019-11-04 09:00,0.037,0.004,0.049,5.668
2019-11-04 10:00,2019-11-04 10:00,0.073,0.009,0.083,6.435
2019-11-04 11:00,2019-11-04 11:00,0.100,0.015,0.106,7.140
2019-11-04 12:00,2019-11-04 12:00,0.116,0.020,0.117,7.761
2019-11-04 13:00,2019-11-04 13:00,0.100,0.018,0.103,8.155
2019-11-04 14:00,2019-11-04 14:00,0.077,0.015,0.081,8.331
2019-11-04 15:00,2019-11-04 15:00,0.045,0.013,0.050,8.113
2019-11-04 16:00,2019-11-04 16:00,0.003,0.002,0.009,6.941
2019-11-04 17:00,2019-11-04 17:00,0,0,0,6.290
2019-11-04 18:00,2019-11-04 18:00,0,0,0,6.071
2019-11-04 19:00,2019-11-04 19:00,0,0,0,5.878
2019-11-04 20:00,2019-11-04 20:00,0,0,0,5.808
2019-11-04 21:00,2019-11-04 21:00,0,0,0,5.970
2019-11-04 22:00,2019-11-04 22:00,0,0,0,6.330
2019-11-04 23:00,2019-11-04 23:00,0,0,0,6.538
2019-11-05 00:00,2019-11-05 00:00,0,0,0,6.861
2019-11-05 01:00,2019-11-05 01:00,0,0,0,7.090
2019-11-05 02:00,2019-11-05 02:00,0,0,0,7.246
2019-11-05 03:00,2019-11-05 03:00,0,0,0,7.359
2019-11-05 04:00,2019-11-05 04:00,0,0,0,7.411
2019-11-05 05:00,2019-11-05 05:00,0,0,0,7.435
2019-11-05 06:00,2019-11-05 06:00,0,0,0,7.315
2019-11-05 07:00,2019-11-05 07:00,0,0,0.002,7.084
2019-11-05 08:00,2019-11-05 08:00,0.026,0.007,0.033,6.999
2019-11-05 09:00,2019-11-05 09:00,0.087,0.027,0.081,7.257
2019-11-05 10:00,2019-11-05 10:00,0.127,0.038,0.112,7.615
2019-11-05 11:00,2019-11-05 11:00,0.141,0.038,0.126,7.912
2019-11-05 12:00,2019-11-05 12:00,0.133,0.033,0.123,8.101
2019-11-05 13:00,2019-11-05 13:00,0.122,0.032,0.112,8.173
2019-11-05 14:00,2019-11-05 14:00,0.124,0.048,0.098,8.128
2019-11-05 15:00,2019-11-05 15:00,0.093,0.052,0.062,7.692
2019-11-05 16:00,2019-11-05 16:00,0.007,0.006,0.010,6.589
2019-11-05 17:00,2019-11-05 17:00,0,0,0,5.633
2019-11-05 18:00,2019-11-05 18:00,0,0,0,4.980
2019-11-05 19:00,2019-11-05 19:00,0,0,0,4.519
2019-11-05 20:00,2019-11-05 20:00,0,0,0,4.245
2019-11-05 21:00,2019-11-05 21:00,0,0,0,4.060
2019-11-05 22:00,2019-11-05 22:00,0,0,0,3.929
2019-11-05 23:00,2019-11-05 23:00,0,0,0,3.833
2019-11-06 00:00,2019-11-06 00:00,0,0,0,3.626
2019-11-06 01:00,2019-11-06 01:00,0,0,0,3.333
2019-11-06 02:00,2019-11-06 02:00,0,0,0,2.896
2019-11-06 03:00,2019-11-06 03:00,0,0,0,2.648
2019-11-06 04:00,2019-11-06 04:00,0,0,0,2.485
2019-11-06 05:00,2019-11-06 05:00,0,0,0,2.416
2019-11-06 06:00,2019-11-06 06:00,0,0,0,2.500
2019-11-06 07:00,2019-11-06 07:00,0,0,0.001,2.602
2019-11-06 08:00,2019-11-06 08:00,0.012,0.002,0.021,2.926
2019-11-06 09:00,2019-11-06 09:00,0.037,0.004,0.048,3.572
2019-11-06 10:00,2019-11-06 10:00,0.056,0.005,0.068,4.317
2019-11-06 11:00,2019-11-06 11:00,0.044,0.003,0.057,4.720
2019-11-06 12:00,2019-11-06 12:00,0.030,0.001,0.043,4.877
2019-11-06 13:00,2019-11-06 13:00,0.023,0.001,0.036,4.824
2019-11-06 14:00,2019-11-06 14:00,0.019,0.001,0.031,4.739
2019-11-06 15:00,2019-11-06 15:00,0.012,0.001,0.022,4.628
2019-11-06 16:00,2019-11-06 16:00,0,0,0.004,4.167
2019-11-06 17:00,2019-11-06 17:00,0,0,0,3.786
2019-11-06 18:00,2019-11-06 18:00,0,0,0,3.869
2019-11-06 19:00,2019-11-06 19:00,0,0,0,4.145
2019-11-06 20:00,2019-11-06 20:00,0,0,0,4.407
2019-11-06 21:00,2019-11-06 21:00,0,0,0,4.637
2019-11-06 22:00,2019-11-06 22:00,0,0,0,4.692
2019-11-06 23:00,2019-11-06 23:00,0,0,0,4.730
2019-11-07 00:00,2019-11-07 00:00,0,0,0,4.601
2019-11-07 01:00,2019-11-07 01:00,0,0,0,4.380
2019-11-07 02:00,2019-11-07 02:00,0,0,0,4.052
2019-11-07 03:00,2019-11-07 03:00,0,0,0,3.610
2019-11-07 04:00,2019-11-07 04:00,0,0,0,3.102
2019-11-07 05:00,2019-11-07 05:00,0,0,0,3.041
2019-11-07 06:00,2019-11-07 06:00,0,0,0,3.335
2019-11-07 07:00,2019-11-07 07:00,0,0,0,3.703
2019-11-07 08:00,2019-11-07 08:00,0.003,0,0.010,4.011
2019-11-07 09:00,2019-11-07 09:00,0.016,0.001,0.027,4.296
2019-11-07 10:00,2019-11-07 10:00,0.025,0.001,0.038,4.496
2019-11-07 11:00,2019-11-07 11:00,0.031,0.001,0.044,4.685
2019-11-07 12:00,2019-11-07 12:00,0.032,0.001,0.045,4.845
2019-11-07 13:00,2019-11-07 13:00,0.025,0.001,0.038,4.947
2019-11-07 14:00,2019-11-07 14:00,0.015,0.001,0.026,4.927
2019-11-07 15:00,2019-11-07 15:00,0.005,0.001,0.013,4.760
2019-11-07 16:00,2019-11-07 16:00,0,0,0.002,4.516
2019-11-07 17:00,2019-11-07 17:00,0,0,0,4.522
2019-11-07 18:00,2019-11-07 18:00,0,0,0,4.724
2019-11-07 19:00,2019-11-07 19:00,0,0,0,5.066
2019-11-07 20:00,2019-11-07 20:00,0,0,0,5.540
2019-11-07 21:00,2019-11-07 21:00,0,0,0,5.899
2019-11-07 22:00,2019-11-07 22:00,0,0,0,6.051
2019-11-07 23:00,2019-11-07 23:00,0,0,0,5.932
2019-11-08 00:00,2019-11-08 00:00,0,0,0,5.572
2019-11-08 01:00,2019-11-08 01:00,0,0,0,5.145
2019-11-08 02:00,2019-11-08 02:00,0,0,0,4.756
2019-11-08 03:00,2019-11-08 03:00,0,0,0,4.368
2019-11-08 04:00,2019-11-08 04:00,0,0,0,4.024
2019-11-08 05:00,2019-11-08 05:00,0,0,0,3.854
2019-11-08 06:00,2019-11-08 06:00,0,0,0,3.638
2019-11-08 07:00,2019-11-08 07:00,0,0.001,0.001,3.563
2019-11-08 08:00,2019-11-08 08:00,0.044,0.023,0.037,3.885
2019-11-08 09:00,2019-11-08 09:00,0.148,0.086,0.083,4.503
2019-11-08 10:00,2019-11-08 10:00,0.241,0.154,0.113,5.199
2019-11-08 11:00,2019-11-08 11:00,0.322,0.232,0.124,5.825
2019-11-08 12:00,2019-11-08 12:00,0.394,0.321,0.117,6.228
2019-11-08 13:00,2019-11-08 13:00,0.330,0.253,0.113,6.285
2019-11-08 14:00,2019-11-08 14:00,0.181,0.111,0.094,6.011
2019-11-08 15:00,2019-11-08 15:00,0.088,0.054,0.053,5.371
2019-11-08 16:00,2019-11-08 16:00,0.004,0.005,0.007,3.893
2019-11-08 17:00,2019-11-08 17:00,0,0,0,2.969
2019-11-08 18:00,2019-11-08 18:00,0,0,0,2.444
2019-11-08 19:00,2019-11-08 19:00,0,0,0,1.978
2019-11-08 20:00,2019-11-08 20:00,0,0,0,1.764
2019-11-08 21:00,2019-11-08 21:00,0,0,0,1.631
2019-11-08 22:00,2019-11-08 22:00,0,0,0,1.526
2019-11-08 23:00,2019-11-08 23:00,0,0,0,1.598
2019-11-09 00:00,2019-11-09 00:00,0,0,0,1.506
2019-11-09 01:00,2019-11-09 01:00,0,0,0,1.299
2019-11-09 02:00,2019-11-09 02:00,0,0,0,1.196
2019-11-09 03:00,2019-11-09 03:00,0,0,0,1.086
2019-11-09 04:00,2019-11-09 04:00,0,0,0,1.075
2019-11-09 05:00,2019-11-09 05:00,0,0,0,1.101
2019-11-09 06:00,2019-11-09 06:00,0,0,0,0.906
2019-11-09 07:00,2019-11-09 07:00,0,0,0.001,0.790
2019-11-09 08:00,2019-11-09 08:00,0.019,0.005,0.027,1.045
2019-11-09 09:00,2019-11-09 09:00,0.061,0.012,0.065,1.879
2019-11-09 10:00,2019-11-09 10:00,0.090,0.016,0.092,2.618
2019-11-09 11:00,2019-11-09 11:00,0.080,0.010,0.088,3.175
2019-11-09 12:00,2019-11-09 12:00,0.062,0.006,0.073,3.428
2019-11-09 13:00,2019-11-09 13:00,0.065,0.007,0.075,3.606
2019-11-09 14:00,2019-11-09 14:00,0.034,0.004,0.046,3.572
2019-11-09 15:00,2019-11-09 15:00,0.009,0.001,0.018,3.289
2019-11-09 16:00,2019-11-09 16:00,0,0,0.002,2.941
2019-11-09 17:00,2019-11-09 17:00,0,0,0,2.753
2019-11-09 18:00,2019-11-09 18:00,0,0,0,2.619
2019-11-09 19:00,2019-11-09 19:00,0,0,0,2.502
2019-11-09 20:00,2019-11-09 20:00,0,0,0,2.441
2019-11-09 21:00,2019-11-09 21:00,0,0,0,2.416
2019-11-09 22:00,2019-11-09 22:00,0,0,0,2.395
2019-11-09 23:00,2019-11-09 23:00,0,0,0,2.367
2019-11-10 00:00,2019-11-10 00:00,0,0,0,2.308
2019-11-10 01:00,2019-11-10 01:00,0,0,0,2.016
2019-11-10 02:00,2019-11-10 02:00,0,0,0,1.455
2019-11-10 03:00,2019-11-10 03:00,0,0,0,0.880
2019-11-10 04:00,2019-11-10 04:00,0,0,0,0.300
2019-11-10 05:00,2019-11-10 05:00,0,0,0,-0.069
2019-11-10 06:00,2019-11-10 06:00,0,0,0,-0.335
2019-11-10 07:00,2019-11-10 07:00,0,0.001,0.001,-0.525
2019-11-10 08:00,2019-11-10 08:00,0.089,0.070,0.036,0.523
2019-11-10 09:00,2019-11-10 09:00,0.278,0.239,0.064,2.144
2019-11-10 10:00,2019-11-10 10:00,0.429,0.397,0.074,3.355
2019-11-10 11:00,2019-11-10 11:00,0.515,0.502,0.076,4.867
2019-11-10 12:00,2019-11-10 12:00,0.527,0.520,0.076,6.002
2019-11-10 13:00,2019-11-10 13:00,0.474,0.459,0.074,6.452
2019-11-10 14:00,2019-11-10 14:00,0.352,0.320,0.070,6.380
2019-11-10 15:00,2019-11-10 15:00,0.085,0.057,0.047,5.103
2019-11-10 16:00,2019-11-10 16:00,0,0.001,0.004,3.607
2019-11-10 17:00,2019-11-10 17:00,0,0,0,3.390
2019-11-10 18:00,2019-11-10 18:00,0,0,0,3.780
2019-11-10 19:00,2019-11-10 19:00,0,0,0,4.063
2019-11-10 20:00,2019-11-10 20:00,0,0,0,3.899
2019-11-10 21:00,2019-11-10 21:00,0,0,0,3.841
2019-11-10 22:00,2019-11-10 22:00,0,0,0,3.764
2019-11-10 23:00,2019-11-10 23:00,0,0,0,3.416
2019-11-11 00:00,2019-11-11 00:00,0,0,0,2.855
2019-11-11 01:00,2019-11-11 01:00,0,0,0,2.475
2019-11-11 02:00,2019-11-11 02:00,0,0,0,2.776
2019-11-11 03:00,2019-11-11 03:00,0,0,0,4.118
2019-11-11 04:00,2019-11-11 04:00,0,0,0,5.216
2019-11-11 05:00,2019-11-11 05:00,0,0,0,5.514
2019-11-11 06:00,2019-11-11 06:00,0,0,0,5.416
2019-11-11 07:00,2019-11-11 07:00,0,0,0,5.342
2019-11-11 08:00,2019-11-11 08:00,0.004,0.001,0.011,5.390
2019-11-11 09:00,2019-11-11 09:00,0.032,0.004,0.043,5.573
2019-11-11 10:00,2019-11-11 10:00,0.082,0.014,0.087,5.933
2019-11-11 11:00,2019-11-11 11:00,0.109,0.021,0.108,6.089
2019-11-11 12:00,2019-11-11 12:00,0.100,0.017,0.103,5.985
2019-11-11 13:00,2019-11-11 13:00,0.091,0.017,0.094,5.915
2019-11-11 14:00,2019-11-11 14:00,0.059,0.011,0.066,5.846
2019-11-11 15:00,2019-11-11 15:00,0.019,0.004,0.028,5.658
2019-11-11 16:00,2019-11-11 16:00,0,0,0.002,5.347
2019-11-11 17:00,2019-11-11 17:00,0,0,0,5.146
2019-11-11 18:00,2019-11-11 18:00,0,0,0,5.002
2019-11-11 19:00,2019-11-11 19:00,0,0,0,4.878
2019-11-11 20:00,2019-11-11 20:00,0,0,0,4.708
2019-11-11 21:00,2019-11-11 21:00,0,0,0,4.499
2019-11-11 22:00,2019-11-11 22:00,0,0,0,4.391
2019-11-11 23:00,2019-11-11 23:00,0,0,0,4.345
2019-11-12 00:00,2019-11-12 00:00,0,0,0,4.333
2019-11-12 01:00,2019-11-12 01:00,0,0,0,4.308
2019-11-12 02:00,2019-11-12 02:00,0,0,0,4.237
2019-11-12 03:00,2019-11-12 03:00,0,0,0,4.215
2019-11-12 04:00,2019-11-12 04:00,0,0,0,4.296
2019-11-12 05:00,2019-11-12 05:00,0,0,0,4.301
2019-11-12 06:00,2019-11-12 06:00,0,0,0,4.188
2019-11-12 07:00,2019-11-12 07:00,0,0,0,4.093
2019-11-12 08:00,2019-11-12 08:00,0.001,0,0.007,4.410
2019-11-12 09:00,2019-11-12 09:00,0.014,0.001,0.025,5.010
2019-11-12 10:00,2019-11-12 10:00,0.056,0.007,0.067,5.638
2019-11-12 11:00,2019-11-12 11:00,0.092,0.014,0.097,6.212
2019-11-12 12:00,2019-11-12 12:00,0.097,0.016,0.102,6.549
2019-11-12 13:00,2019-11-12 13:00,0.056,0.006,0.067,6.532
2019-11-12 14:00,2019-11-12 14:00,0.037,0.005,0.048,6.546
2019-11-12 15:00,2019-11-12 15:00,0.028,0.008,0.034,6.535
2019-11-12 16:00,2019-11-12 16:00,0,0.001,0.004,6.209
2019-11-12 17:00,2019-11-12 17:00,0,0,0,5.830
2019-11-12 18:00,2019-11-12 18:00,0,0,0,5.499
2019-11-12 19:00,2019-11-12 19:00,0,0,0,5.104
2019-11-12 20:00,2019-11-12 20:00,0,0,0,4.822
2019-11-12 21:00,2019-11-12 21:00,0,0,0,4.554
2019-11-12 22:00,2019-11-12 22:00,0,0,0,4.283
2019-11-12 23:00,2019-11-12 23:00,0,0,0,3.901
2019-11-13 00:00,2019-11-13 00:00,0,0,0,3.454
2019-11-13 01:00,2019-11-13 01:00,0,0,0,3.018
2019-11-13 02:00,2019-11-13 02:00,0,0,0,2.583
2019-11-13 03:00,2019-11-13 03:00,0,0,0,2.232
2019-11-13 04:00,2019-11-13 04:00,0,0,0,2.172
2019-11-13 05:00,2019-11-13 05:00,0,0,0,2.461
2019-11-13 06:00,2019-11-13 06:00,0,0,0,2.721
2019-11-13 07:00,2019-11-13 07:00,0,0,0,2.859
2019-11-13 08:00,2019-11-13 08:00,0.002,0.001,0.009,3.170
2019-11-13 09:00,2019-11-13 09:00,0.012,0.001,0.022,3.673
2019-11-13 10:00,2019-11-13 10:00,0.029,0.002,0.041,4.144
2019-11-13 11:00,2019-11-13 11:00,0.060,0.006,0.070,4.636
2019-11-13 12:00,2019-11-13 12:00,0.116,0.026,0.111,5.135
2019-11-13 13:00,2019-11-13 13:00,0.142,0.049,0.115,5.369
2019-11-13 14:00,2019-11-13 14:00,0.108,0.041,0.086,5.322
2019-11-13 15:00,2019-11-13 15:00,0.042,0.018,0.040,4.803
2019-11-13 16:00,2019-11-13 16:00,0,0.001,0.003,3.848
2019-11-13 17:00,2019-11-13 17:00,0,0,0,3.485
2019-11-13 18:00,2019-11-13 18:00,0,0,0,3.261
2019-11-13 19:00,2019-11-13 19:00,0,0,0,2.949
2019-11-13 20:00,2019-11-13 20:00,0,0,0,2.685
2019-11-13 21:00,2019-11-13 21:00,0,0,0,2.525
2019-11-13 22:00,2019-11-13 22:00,0,0,0,2.474
2019-11-13 23:00,2019-11-13 23:00,0,0,0,2.614
2019-11-14 00:00,2019-11-14 00:00,0,0,0,2.721
2019-11-14 01:00,2019-11-14 01:00,0,0,0,2.787
2019-11-14 02:00,2019-11-14 02:00,0,0,0,2.783
2019-11-14 03:00,2019-11-14 03:00,0,0,0,2.729
2019-11-14 04:00,2019-11-14 04:00,0,0,0,2.718
2019-11-14 05:00,2019-11-14 05:00,0,0,0,2.788
2019-11-14 06:00,2019-11-14 06:00,0,0,0,2.943
2019-11-14 07:00,2019-11-14 07:00,0,0,0,3.058
2019-11-14 08:00,2019-11-14 08:00,0.015,0.005,0.022,3.309
2019-11-14 09:00,2019-11-14 09:00,0.059,0.015,0.062,3.878
2019-11-14 10:00,2019-11-14 10:00,0.093,0.021,0.091,4.435
2019-11-14 11:00,2019-11-14 11:00,0.098,0.018,0.099,4.792
2019-11-14 12:00,2019-11-14 12:00,0.078,0.011,0.085,4.878
2019-11-14 13:00,2019-11-14 13:00,0.055,0.006,0.066,4.789
2019-11-14 14:00,2019-11-14 14:00,0.030,0.003,0.041,4.574
2019-11-14 15:00,2019-11-14 15:00,0.008,0.002,0.017,4.316
2019-11-14 16:00,2019-11-14 16:00,0,0,0.001,4.075
2019-11-14 17:00,2019-11-14 17:00,0,0,0,3.927
2019-11-14 18:00,2019-11-14 18:00,0,0,0,3.836
2019-11-14 19:00,2019-11-14 19:00,0,0,0,3.730
2019-11-14 20:00,2019-11-14 20:00,0,0,0,3.647
2019-11-14 21:00,2019-11-14 21:00,0,0,0,3.559
2019-11-14 22:00,2019-11-14 22:00,0,0,0,3.517
2019-11-14 23:00,2019-11-14 23:00,0,0,0,3.576
2019-11-15 00:00,2019-11-15 00:00,0,0,0,3.706
2019-11-15 01:00,2019-11-15 01:00,0,0,0,3.852
